Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
235,Ty Jerome\jeromty01,PG,22,PHO,10,0,13.4,1.6,4.9,.327,0.6,2.0,.300,1.0,2.9,.345,.388,0.4,0.5,.800,0.3,1.4,1.7,2.2,1.1,0.0,0.9,1.3,4.2
236,Alize Johnson\johnsal02,SF,23,IND,10,0,4.3,0.7,1.3,.538,0.0,0.0,,0.7,1.3,.538,.538,0.3,0.4,.750,0.6,0.9,1.5,0.2,0.0,0.0,0.1,0.6,1.7
237,B.J. Johnson\johnsbj01,SF,24,ORL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Cameron Johnson\johnsca02,PF,23,PHO,34,0,20.2,2.8,6.6,.418,1.8,4.6,.394,1.0,2.1,.471,.553,0.8,1.0,.743,0.9,2.1,3.0,1.0,0.5,0.3,0.6,1.6,8.1
239,James Johnson\johnsja01,PF,32,MIA,7,0,12.9,1.7,3.3,.522,0.6,1.6,.364,1.1,1.7,.667,.609,0.6,1.1,.500,0.6,1.9,2.4,0.9,0.4,0.6,0.7,1.0,4.6
240,Keldon Johnson\johnske04,SF,20,SAS,2,0,3.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
241,Stanley Johnson\johnsst04,PF,23,TOR,11,0,5.3,0.6,2.3,.280,0.2,1.1,.167,0.5,1.2,.385,.320,0.3,0.4,.750,0.3,1.1,1.4,0.2,0.2,0.1,0.5,0.5,1.7
242,Tyler Johnson\johnsty01,SG,27,PHO,25,3,17.5,2.2,5.6,.383,0.8,2.7,.294,1.4,2.9,.466,.454,0.8,1.0,.769,0.4,1.6,2.0,1.9,0.4,0.3,0.8,1.4,5.9
243,Nikola Jokić\jokicni01,C,24,DEN,36,36,31.1,7.4,14.6,.505,1.3,4.0,.313,6.1,10.6,.577,.548,2.9,3.7,.803,2.3,7.4,9.8,6.4,1.0,0.5,2.5,3.1,18.9
244,Damian Jones\jonesda03,C,24,ATL,33,20,16.8,2.6,3.8,.685,0.1,0.2,.333,2.5,3.6,.703,.694,1.2,1.7,.719,1.5,2.2,3.7,0.7,0.4,0.8,0.5,3.1,6.5
245,Derrick Jones\jonesde02,SF,22,MIA,22,1,24.3,3.2,6.5,.486,0.5,2.4,.226,2.6,4.1,.637,.528,1.7,2.3,.740,0.8,3.0,3.9,1.0,1.2,0.6,0.8,2.4,8.6
246,Tyus Jones\jonesty01,PG,23,MEM,38,6,19.6,2.6,6.0,.439,0.5,1.6,.306,2.1,4.4,.488,.480,0.6,0.8,.733,0.1,1.5,1.6,4.8,0.9,0.1,1.1,0.8,6.3
247,DeAndre Jordan\jordade01,C,31,BRK,33,4,21.2,3.2,5.0,.646,0.0,0.0,,3.2,5.0,.646,.646,1.5,2.2,.681,2.4,7.5,9.8,2.1,0.4,1.0,1.2,2.0,7.9
248,Cory Joseph\josepco01,PG,28,SAC,38,20,26.0,2.5,6.4,.392,0.7,2.1,.329,1.8,4.4,.422,.445,0.8,0.8,.906,0.6,2.2,2.7,3.8,0.8,0.4,1.2,2.0,6.5
249,Mfiondu Kabengele\kabenmf01,C,22,LAC,10,0,4.4,1.0,2.2,.455,0.6,1.2,.500,0.4,1.0,.400,.591,0.3,0.3,1.000,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,2.9
250,Frank Kaminsky\kaminfr01,C,26,PHO,32,13,22.4,4.0,8.7,.455,1.2,3.5,.348,2.8,5.2,.527,.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0
251,Enes Kanter\kanteen01,C,27,BOS,27,3,18.1,3.8,6.7,.567,0.0,0.1,.250,3.7,6.5,.574,.569,1.3,2.0,.667,3.1,5.0,8.1,1.1,0.6,0.9,1.0,1.7,8.9
252,Luke Kennard\kennalu01,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8
253,Stanton Kidd\kiddst01,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0
254,Michael Kidd-Gilchrist\kiddgmi01,PF,26,CHO,11,0,13.7,1.5,4.6,.333,0.5,1.5,.294,1.1,3.1,.353,.382,0.6,0.8,.778,0.8,2.3,3.1,0.8,0.0,0.3,0.6,1.6,4.2
255,Louis King\kinglo02,F,20,DET,4,0,3.0,0.8,1.8,.429,0.3,0.8,.333,0.5,1.0,.500,.500,0.0,0.0,,0.3,0.3,0.5,0.3,0.3,0.0,0.3,0.5,1.8
256,Maxi Kleber\klebima01,C,28,DAL,35,6,24.7,3.1,6.7,.468,1.7,4.1,.403,1.5,2.5,.573,.592,1.1,1.2,.881,1.6,3.8,5.4,1.1,0.3,0.7,0.8,2.3,8.9
257,Brandon Knight\knighbr03,PG,28,CLE,12,0,13.4,1.9,5.3,.359,1.3,4.0,.333,0.6,1.3,.438,.484,0.3,0.8,.333,0.2,1.0,1.2,2.0,0.4,0.2,1.0,1.0,5.4
258,Kevin Knox\knoxke01,SF,20,NYK,36,4,19.4,2.5,6.7,.378,1.2,3.5,.341,1.3,3.2,.417,.467,1.1,1.8,.641,0.4,2.7,3.1,1.1,0.5,0.5,0.7,1.6,7.4
259,John Konchar\konchjo01,SG,23,MEM,2,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
260,Furkan Korkmaz\korkmfu01,SG,22,PHI,37,11,20.5,3.1,7.0,.436,1.6,4.2,.377,1.5,2.8,.524,.548,0.6,0.8,.750,0.2,2.0,2.2,0.8,0.5,0.2,0.6,1.4,8.2
261,Luke Kornet\kornelu01,C,24,CHI,17,0,8.9,1.0,2.9,.340,0.4,1.7,.241,0.6,1.2,.476,.410,0.3,0.3,1.000,0.4,1.1,1.4,0.4,0.1,0.6,0.2,0.8,2.7
262,Kyle Korver\korveky01,SF,38,MIL,33,0,16.7,2.0,4.9,.411,1.7,4.0,.414,0.4,0.9,.400,.580,0.6,0.7,.864,0.2,1.6,1.8,1.2,0.5,0.2,0.8,1.2,6.3
263,Rodions Kurucs\kurucro01,PF,21,BRK,21,2,11.8,1.3,3.1,.431,0.5,1.3,.370,0.9,1.8,.474,.508,0.4,0.7,.571,0.5,1.8,2.3,0.8,0.4,0.1,1.0,1.8,3.5
264,Kyle Kuzma\kuzmaky01,PF,24,LAL,28,1,23.4,4.4,10.3,.425,1.7,4.9,.346,2.7,5.4,.497,.507,1.6,2.1,.746,0.5,3.1,3.6,0.8,0.4,0.4,1.5,1.8,12.0
265,Skal Labissière\labissk01,C,23,POR,33,1,17.2,2.5,4.5,.551,0.1,0.4,.231,2.4,4.1,.582,.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8
